player;team;appearances;average_rating;fantasy_average;goals;goals_conceded;penalties;penalties_saved;assists;yellow_cards;red_cards;season
Altare;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Stojanovic;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Adamonis;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Piana;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Pyyhtia;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Kourfalidis;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Cabral;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Sabiri;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Bagnolini;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Pafundi;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Luis Maximiano;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Marcos Antonio;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Ceesay;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Voelkerling Persson;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Valencia D.;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Alvarez A.;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Hjulmand;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Helgason;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Rodriguez P.;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Hrustic;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Ebosse;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Ilkhan;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Degli Innocenti;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Ekong;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Abankwah;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Sosa;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Guarino;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Carboni F.;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Faticanti;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Pisilli;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Belardinelli;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Flamingo;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Popa;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Camara E.;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Smajlovic;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Lella;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Stubljar;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Szyminski;FRO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Klitten;FRO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Haoudi;FRO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Bidaoui;FRO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Yalcin;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Stankovic F.;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Diaw;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Saco;NAP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
N'Guessan;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Joselito;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Gori;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Gonzalez F.;JUV;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Borbei;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Palmisani;FRO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Corfitzen;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Kalaj;FRO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Gasperini T.;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Camarda;MIL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Samooja;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Goglichidze;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Ilic M.;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Popovic;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Stolz;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Kabic;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2023-24
Osimhen;NAP;32;6.73;9.14;26;0;2 / 3;0;4;4;0;2022-23
Dybala;ROM;25;6.58;8.18;12;0;5 / 5;0;6;4;0;2022-23
Martinez L.;INT;37;6.39;8.14;21;0;1 / 2;0;6;3;0;2022-23
Berardi;SAS;25;6.48;7.94;12;0;7 / 8;0;7;7;0;2022-23
Kvaratskhelia;NAP;34;6.59;7.93;12;0;2 / 2;0;10;1;0;2022-23
Dia;SAL;33;6.33;7.88;16;0;1 / 1;0;5;4;0;2022-23
Lookman;ATA;30;6.38;7.83;13;0;3 / 3;0;6;3;0;2022-23
Leao;MIL;34;6.35;7.78;15;0;0 / 0;0;7;5;1;2022-23
Antiste;SAS;2;6.25;7.75;1;0;0 / 0;0;0;0;0;2022-23
Lukaku;INT;25;6.22;7.64;10;0;2 / 2;0;6;1;0;2022-23
Arnautovic;BOL;21;6.29;7.64;10;0;3 / 3;0;1;5;0;2022-23
Sanabria;TOR;31;6.27;7.52;12;0;1 / 1;0;4;4;0;2022-23
Nzola;SPE;31;6.19;7.39;13;0;3 / 3;0;2;8;0;2022-23
Immobile;LAZ;30;6.17;7.38;12;0;4 / 5;0;5;3;0;2022-23
Zaccagni;LAZ;35;6.46;7.36;10;0;1 / 1;0;6;9;0;2022-23
Giroud;MIL;33;6.18;7.36;13;0;3 / 3;0;4;6;1;2022-23
Cabral;FIO;21;6.19;7.29;8;0;2 / 2;0;1;4;0;2022-23
DZEKO;INT;29;6.16;7.14;9;0;0 / 0;0;3;3;0;2022-23
Lauriente';SAS;28;6.34;7.12;7;0;1 / 1;0;6;8;1;2022-23
Simeone;NAP;14;6.21;7.11;4;0;0 / 0;0;1;1;0;2022-23
Vlahovic;JUV;25;5.96;7.06;10;0;2 / 3;0;1;1;0;2022-23
Koopmeiners;ATA;33;6.29;7.06;10;0;2 / 4;0;5;7;0;2022-23
Orsolini;BOL;32;6.11;7.05;11;0;3 / 3;0;2;6;2;2022-23
Sansone;BOL;15;6.17;7.03;4;0;0 / 0;0;2;2;0;2022-23
Hojlund;ATA;30;6.08;7.03;9;0;0 / 0;0;2;1;0;2022-23
El Shaarawy;ROM;27;6.26;7.02;7;0;0 / 0;0;1;3;0;2022-23
MILINKOVIC-SAVIC;LAZ;36;6.18;7.01;9;0;0 / 0;0;8;10;0;2022-23
CORDAZ;INT;1;0.7;0.7;0;0;0 / 0;0;0;0;0;2022-23
Rabiot;JUV;32;6.22;6.95;8;0;0 / 0;0;4;9;0;2022-23
Deulofeu;UDI;16;6.25;6.91;2;0;0 / 0;0;5;1;0;2022-23
Felipe Anderson;LAZ;38;6.14;6.89;9;0;0 / 0;0;3;3;0;2022-23
Boga;ATA;16;6.19;6.88;2;0;0 / 0;0;5;0;0;2022-23
Gaetano;NAP;4;6.12;6.88;1;0;0 / 0;0;0;0;0;2022-23
Romero L.;LAZ;4;6.12;6.88;1;0;0 / 0;0;0;0;0;2022-23
Ferguson;BOL;31;6.26;6.87;7;0;0 / 0;0;0;4;0;2022-23
Cambiaghi;EMP;25;0.62;6.86;6;0;0 / 0;0;1;3;1;2022-23
CIOFANI D.;CRE;24;0.6;6.85;8;0;3 / 4;0;0;1;0;2022-23
Luis Alberto;LAZ;34;6.26;6.85;6;0;1 / 2;0;7;4;0;2022-23
Beto;UDI;33;5.94;6.85;10;0;1 / 1;0;1;2;0;2022-23
Ciurria;MON;35;6.21;6.84;6;0;0 / 0;0;6;4;0;2022-23
Barella;INT;35;6.23;6.83;6;0;0 / 0;0;6;6;0;2022-23
Abraham;ROM;36;6.1;6.82;8;0;0 / 0;0;3;2;0;2022-23
Gonzalez N.;FIO;22;6.05;6.8;6;0;2 / 2;0;0;3;0;2022-23
Carlos Augusto;MON;35;6.19;6.79;6;0;0 / 0;0;5;4;0;2022-23
Ngonge;VER;12;6.04;6.79;3;0;0 / 0;0;1;2;0;2022-23
Lazovic;VER;30;6.22;6.78;4;0;0 / 0;0;5;0;0;2022-23
Strefezza;LEC;34;6.12;6.78;8;0;2 / 3;0;4;5;0;2022-23
Diaz B.;MIL;33;6.11;6.76;6;0;0 / 0;0;5;3;0;2022-23
Vlasic;TOR;34;6.16;6.76;5;0;0 / 0;0;6;1;0;2022-23
Miranchuk;TOR;28;6.14;6.75;4;0;0 / 0;0;5;0;0;2022-23
Volpato;ROM;6;6.08;6.75;1;0;0 / 0;0;1;0;0;2022-23
Vignato S.;MON;2;6.25;6.75;0;0;0 / 0;0;1;0;0;2022-23
Candreva;SAL;35;6.07;6.74;7;0;0 / 0;0;4;1;1;2022-23
Karamoh;TOR;16;6.03;6.72;4;0;0 / 0;0;0;2;0;2022-23
Frattesi;SAS;36;6.19;6.72;7;0;0 / 0;0;0;4;0;2022-23
Dimarco;INT;33;6.23;6.71;4;0;0 / 0;0;4;0;0;2022-23
Posch;BOL;30;6.13;0.67;6;0;0 / 0;0;2;6;0;2022-23
Milik;JUV;27;6.04;6.69;7;0;0 / 1;0;1;1;1;2022-23
Colpani;MON;24;6.17;6.69;4;0;0 / 0;0;1;1;0;2022-23
Bonaventura;FIO;28;6.2;6.66;5;0;0 / 0;0;1;4;1;2022-23
DI MARIA;JUV;25;6.08;6.66;4;0;1 / 1;0;4;1;1;2022-23
Elmas;NAP;34;6.12;6.66;6;0;1 / 1;0;3;5;0;2022-23
Wijnaldum;ROM;10;6.05;6.65;2;0;0 / 0;0;0;0;0;2022-23
Calhanoglu;INT;33;6.26;6.64;3;0;1 / 1;0;5;3;0;2022-23
Jese';SAM;7;6.07;6.64;1;0;0 / 0;0;1;0;0;2022-23
Samardzic;UDI;33;6.11;6.64;5;0;0 / 0;0;3;1;0;2022-23
Verdi;VER;23;6.02;6.63;5;0;1 / 1;0;0;3;0;2022-23
IBRAHIMOVIC;MIL;4;5.88;6.62;1;0;1 / 1;0;0;0;0;2022-23
Lovric;UDI;37;6.09;6.61;5;0;0 / 0;0;6;4;0;2022-23
Zielinski;NAP;37;6.18;6.59;3;0;0 / 0;0;8;3;0;2022-23
Mota;MON;29;6.03;6.59;5;0;0 / 0;0;2;2;0;2022-23
Baldanzi;EMP;26;6.15;6.58;4;0;0 / 0;0;0;2;0;2022-23
Pessina;MON;35;6.14;6.57;5;0;3 / 3;0;3;6;0;2022-23
Kouame';FIO;28;6.05;6.57;4;0;0 / 0;0;5;5;0;2022-23
Di Lorenzo;NAP;37;6.24;6.57;3;0;0 / 0;0;4;2;0;2022-23
Pereyra;UDI;34;6.13;6.56;5;0;0 / 1;0;6;7;0;2022-23
Dessers;CRE;26;5.96;6.56;6;0;0 / 1;0;2;3;0;2022-23
Iling Junior;JUV;8;6.12;6.56;1;0;0 / 0;0;1;1;0;2022-23
Zappacosta;ATA;21;6.02;6.55;4;0;0 / 0;0;1;4;0;2022-23
NESTOROVSKI;UDI;11;5.95;6.55;2;0;0 / 0;0;1;3;0;2022-23
Chiesa;JUV;21;6.07;6.55;2;0;0 / 0;0;5;2;0;2022-23
Saponara;FIO;26;6.04;6.54;4;0;0 / 0;0;3;4;0;2022-23
Smalling;ROM;32;6.33;6.53;3;0;0 / 0;0;1;7;0;2022-23
Fagioli;JUV;23;6.07;6.52;3;0;0 / 0;0;3;3;0;2022-23
Ebuehi;EMP;25;6.12;6.52;2;0;0 / 0;0;4;0;0;2022-23
Perilli;VER;1;0.65;0.65;0;0;0 / 0;0;0;0;0;2022-23
Kean;JUV;22;5.84;0.65;6;0;0 / 0;0;0;5;1;2022-23
Pellegri;TOR;11;0.6;0.65;2;0;0 / 0;0;1;3;0;2022-23
Sirigu;FIO;1;0.65;0.65;0;0;0 / 0;0;0;0;0;2022-23
Pedro;LAZ;35;6.09;0.65;4;0;0 / 0;0;3;1;0;2022-23
Castrovilli;FIO;12;6.04;0.65;2;0;0 / 0;0;1;3;0;2022-23
Messias;MIL;25;5.88;0.65;5;0;0 / 0;0;2;3;0;2022-23
Bastoni S.;SPE;18;6.14;0.65;2;0;0 / 0;0;4;7;0;2022-23
Petagna;MON;31;5.97;6.48;4;0;1 / 1;0;5;2;0;2022-23
Jovic;FIO;27;5.91;6.48;6;0;0 / 1;0;2;3;0;2022-23
Tonali;MIL;33;6.2;6.48;2;0;0 / 0;0;7;7;0;2022-23
Doig;VER;21;6.02;6.48;2;0;0 / 0;0;4;1;0;2022-23
Danilo;JUV;37;6.22;6.47;3;0;0 / 0;0;3;5;0;2022-23
Dominguez;BOL;31;6.27;6.47;3;0;0 / 0;0;2;10;0;2022-23
Zirkzee;BOL;17;6.06;6.47;2;0;0 / 0;0;2;2;0;2022-23
Okereke;CRE;33;5.89;6.47;7;0;1 / 1;0;0;4;0;2022-23
BROZOVIC;INT;26;6.1;6.46;3;0;0 / 0;0;5;9;0;2022-23
Zambo Anguissa;NAP;36;6.11;6.46;3;0;0 / 0;0;5;3;0;2022-23
Malinovskyi;ATA;12;6.08;6.46;1;0;0 / 0;0;2;2;0;2022-23
Kostic;JUV;36;5.97;6.46;3;0;0 / 0;0;10;3;0;2022-23
Ceesay;LEC;30;5.88;6.45;6;0;1 / 1;0;0;2;0;2022-23
Pellegrini Lo.;ROM;32;6.08;6.44;4;0;2 / 3;0;5;5;0;2022-23
Politano;NAP;24;6.12;6.44;3;0;2 / 3;0;2;1;0;2022-23
Ranocchia F.;MON;12;6.17;6.42;1;0;0 / 0;0;0;1;0;2022-23
Mario Rui;NAP;22;6.27;6.41;0;0;0 / 0;0;5;2;1;2022-23
Mazzocchi;SAL;27;6.11;6.41;2;0;0 / 0;0;3;2;0;2022-23
Udogie;UDI;33;6.08;6.39;3;0;0 / 0;0;4;5;0;2022-23
Kim;NAP;35;6.23;6.39;2;0;0 / 0;0;2;5;0;2022-23
Sensi;MON;28;6.16;6.38;3;0;0 / 0;0;1;8;0;2022-23
Lobotka;NAP;38;6.3;6.38;1;0;0 / 0;0;1;2;0;2022-23
Terzic;FIO;17;6.21;6.38;1;0;0 / 0;0;1;2;0;2022-23
Lozano;NAP;30;6.03;6.38;3;0;1 / 1;0;3;3;0;2022-23
Ikone';FIO;30;5.98;6.38;4;0;0 / 0;0;2;4;0;2022-23
Ilic;TOR;25;0.61;6.38;2;0;0 / 0;0;3;4;0;2022-23
Radonjic;TOR;26;6.04;6.38;2;0;0 / 0;0;3;1;0;2022-23
Ricci S.;TOR;28;6.23;6.38;2;0;0 / 0;0;1;6;0;2022-23
Pyyhtia;BOL;4;6.12;6.38;0;0;0 / 0;0;1;0;0;2022-23
GABBIADINI;SAM;35;0.58;6.37;7;0;0 / 0;0;2;6;0;2022-23
Bremer;JUV;30;6.07;6.37;4;0;0 / 0;0;0;6;0;2022-23
Rebic;MIL;18;5.83;6.36;3;0;0 / 0;0;2;4;0;2022-23
Bennacer;MIL;28;6.12;6.36;2;0;0 / 0;0;3;5;0;2022-23
Mkhitaryan;INT;31;6.05;6.34;3;0;0 / 0;0;2;4;0;2022-23
Hernandez T.;MIL;32;6.03;6.33;4;0;1 / 1;0;3;7;0;2022-23
Caprari;MON;36;5.94;6.32;5;0;1 / 1;0;2;7;0;2022-23
Rrahmani;NAP;28;6.11;6.32;2;0;0 / 0;0;1;2;0;2022-23
Colombo;LEC;25;5.88;6.32;5;0;1 / 2;0;1;4;0;2022-23
TSADJOUT;CRE;19;5.82;6.32;3;0;0 / 0;0;1;1;0;2022-23
Maldini;SPE;16;5.97;6.31;2;0;0 / 0;0;0;1;0;2022-23
Vignato;EMP;10;5.95;0.63;1;0;0 / 0;0;1;1;0;2022-23
Zanoli;SAM;20;5.98;0.63;2;0;0 / 0;0;2;3;0;2022-23
Baschirotto;LEC;37;6.14;6.3;3;0;0 / 0;0;0;6;0;2022-23
Olivera;NAP;25;6.06;0.63;2;0;0 / 0;0;1;2;0;2022-23
Moro N.;BOL;25;6.04;0.63;1;0;0 / 0;0;4;1;0;2022-23
Masina;UDI;12;5.88;6.29;2;0;0 / 0;0;0;2;0;2022-23
Barrow;BOL;29;5.86;6.29;3;0;0 / 0;0;5;3;0;2022-23
Caputo;EMP;36;5.72;6.29;6;0;2 / 2;0;3;1;0;2022-23
Kyriakopoulos;BOL;21;6.12;6.29;1;0;0 / 0;0;3;5;0;2022-23
VERDE;SPE;20;5.85;6.28;3;0;1 / 1;0;0;1;0;2022-23
Matic;ROM;34;6.12;6.28;2;0;0 / 0;0;2;5;0;2022-23
Lukic;TOR;15;0.6;6.27;2;0;1 / 1;0;0;4;0;2022-23
Matheus Henrique;SAS;30;0.59;6.27;4;0;0 / 0;0;1;4;0;2022-23
Bonazzoli;SAL;21;5.9;6.26;2;0;0 / 0;0;2;1;0;2022-23
Harroui;SAS;17;5.97;6.26;2;0;0 / 0;0;0;2;0;2022-23
Zapata D.;ATA;24;5.94;6.25;2;0;0 / 0;0;2;1;0;2022-23
Pasalic;ATA;32;5.8;6.25;5;0;0 / 0;0;1;3;0;2022-23
Piatek;SAL;32;5.83;6.25;4;0;1 / 1;0;4;5;0;2022-23
Troost-Ekong;SAL;8;5.94;6.25;1;0;0 / 0;0;0;1;0;2022-23
Kasius;BOL;6;0.6;6.25;0;0;0 / 0;0;2;1;0;2022-23
Alvarez A.;SAS;12;5.92;6.25;1;0;0 / 0;0;1;1;0;2022-23
Bijol;UDI;32;6.09;6.25;3;0;0 / 0;0;1;10;0;2022-23
Carboni F.;MON;2;6.25;6.25;0;0;0 / 0;0;0;0;0;2022-23
Gosens;INT;25;0.59;6.24;3;0;0 / 0;0;0;2;0;2022-23
Raspadori;NAP;23;5.91;6.24;2;0;0 / 0;0;2;1;0;2022-23
Biraghi;FIO;32;6.09;6.23;2;0;0 / 1;0;4;1;0;2022-23
Juan Jesus;NAP;13;6.08;6.23;1;0;0 / 0;0;0;2;0;2022-23
Muriel;ATA;24;5.81;6.23;3;0;1 / 1;0;3;0;2;2022-23
Mandragora;FIO;28;6.02;6.23;2;0;0 / 0;0;4;8;0;2022-23
Romagnoli;LAZ;34;6.13;6.22;2;0;0 / 0;0;0;6;0;2022-23
Spinazzola;ROM;25;0.6;6.22;1;0;0 / 0;0;4;3;0;2022-23
SORIANO;BOL;23;5.98;6.22;1;0;0 / 0;0;3;1;0;2022-23
Marin;EMP;32;0.6;6.22;2;0;0 / 0;0;4;7;0;2022-23
Pobega;MIL;14;5.93;6.21;2;0;0 / 0;0;0;4;0;2022-23
Schuurs;TOR;29;6.22;6.21;0;0;0 / 0;0;2;5;0;2022-23
Kastanos;SAL;22;6.02;6.2;2;0;0 / 0;0;0;4;0;2022-23
De Roon;ATA;34;6.03;6.19;3;0;0 / 0;0;0;7;0;2022-23
Buongiorno;TOR;34;6.16;6.19;1;0;0 / 0;0;2;8;0;2022-23
Rovella;MON;26;6.13;6.19;1;0;0 / 0;0;2;6;1;2022-23
Soule';JUV;8;5.81;6.19;1;0;0 / 0;0;0;0;0;2022-23
Oudin;LEC;26;5.88;6.19;3;0;0 / 0;0;0;3;0;2022-23
Holm;SPE;19;6.08;6.18;1;0;0 / 0;0;1;4;0;2022-23
Correa;INT;23;5.76;6.17;3;0;0 / 0;0;1;1;0;2022-23
Parisi;EMP;33;6.17;6.17;2;0;0 / 0;0;0;10;1;2022-23
Coulibaly L.;SAL;35;0.6;6.17;3;0;0 / 0;0;3;12;0;2022-23
Solbakken;ROM;9;5.72;6.17;1;0;0 / 0;0;2;2;0;2022-23
Lykogiannis;BOL;20;5.92;6.15;2;0;0 / 0;0;0;3;0;2022-23
Caldirola;MON;30;6.05;6.15;2;0;0 / 0;0;0;6;0;2022-23
Success;UDI;30;5.92;6.15;1;0;0 / 0;0;6;4;0;2022-23
Marcos Antonio;LAZ;13;5.92;6.15;1;0;0 / 0;0;1;2;0;2022-23
Botheim;SAL;17;5.85;6.15;1;0;0 / 0;0;3;2;0;2022-23
Thorstvedt;SAS;26;5.96;6.15;2;0;0 / 0;0;1;5;0;2022-23
Saelemaekers;MIL;29;5.88;6.14;2;0;0 / 0;0;2;1;0;2022-23
Ballo-Toure';MIL;7;5.71;6.14;1;0;0 / 0;0;0;0;0;2022-23
Darmian;INT;27;0.6;6.13;1;0;0 / 0;0;2;3;0;2022-23
Singo;TOR;28;6.02;6.12;2;0;0 / 0;0;1;8;0;2022-23
Basic;LAZ;16;5.97;6.12;1;0;0 / 0;0;0;2;0;2022-23
Calabria;MIL;23;5.98;6.11;1;0;0 / 0;0;3;6;0;2022-23
Casale;LAZ;29;6.07;6.1;1;0;0 / 0;0;1;6;0;2022-23
Hjulmand;LEC;35;6.16;0.61;0;0;0 / 0;0;3;9;1;2022-23
Milenkovic;FIO;27;5.98;6.09;2;0;0 / 0;0;1;4;0;2022-23
Mancini;ROM;35;6.06;6.09;1;0;0 / 0;0;2;7;0;2022-23
Piccoli;EMP;16;5.72;6.09;2;0;0 / 0;0;0;0;0;2022-23
Vojvoda;TOR;28;5.96;6.09;0;0;0 / 0;0;5;3;0;2022-23
Valeri;CRE;37;5.86;6.09;2;0;0 / 0;0;4;3;0;2022-23
Gyomber;SAL;24;6.15;6.08;0;0;0 / 0;0;1;5;0;2022-23
Martinez Quarta;FIO;27;6.04;6.07;1;0;0 / 0;0;1;6;0;2022-23
Maehle;ATA;30;5.82;6.07;3;0;0 / 0;0;2;5;1;2022-23
QUAGLIARELLA;SAM;18;5.89;6.06;1;0;0 / 0;0;1;2;0;2022-23
Pinamonti;SAS;32;5.67;6.06;5;0;1 / 1;0;0;3;1;2022-23
Rodriguez R.;TOR;34;6.1;6.06;0;0;0 / 0;0;0;3;0;2022-23
AINA;TOR;16;5.97;6.06;1;0;0 / 0;0;1;5;0;2022-23
Ranieri L.;FIO;8;6.12;6.06;0;0;0 / 0;0;0;1;0;2022-23
Pongracic;LEC;9;6.17;6.06;0;0;0 / 0;0;0;2;0;2022-23
Banda;LEC;33;5.94;6.06;2;0;0 / 0;0;1;6;0;2022-23
Vecino;LAZ;31;5.95;6.05;2;0;0 / 0;0;0;6;0;2022-23
Faraoni;VER;21;5.83;6.05;2;0;0 / 0;0;2;7;0;2022-23
RODRIGO BECAO;UDI;28;6.09;6.04;2;0;0 / 0;0;1;11;1;2022-23
Terracciano F.;VER;14;6.04;6.04;0;0;0 / 0;0;1;2;0;2022-23
Patric;LAZ;17;6.06;6.03;0;0;0 / 0;0;0;1;0;2022-23
SERNICOLA;CRE;31;5.95;6.03;2;0;0 / 0;0;2;11;0;2022-23
Bove;ROM;17;5.91;6.03;1;0;0 / 0;0;0;2;0;2022-23
Henry;VER;15;5.77;6.03;2;0;0 / 0;0;0;4;0;2022-23
Izzo;MON;29;6.09;6.02;1;0;0 / 0;0;0;10;0;2022-23
De Vrij;INT;24;5.98;6.02;1;0;0 / 0;0;0;4;0;2022-23
Kallon;VER;22;5.86;6.02;1;0;0 / 0;0;1;1;0;2022-23
SATRIANO;EMP;26;5.81;6.02;2;0;0 / 0;0;1;4;0;2022-23
Cambiaso;BOL;30;5.95;6.02;0;0;0 / 0;0;3;2;0;2022-23
Vilhena;SAL;32;5.69;6.02;4;0;0 / 0;0;1;5;0;2022-23
Ehizibue;UDI;21;5.88;6.02;2;0;0 / 0;0;0;7;0;2022-23
Perin;JUV;11;6.36;0.6;0;7;0 / 0;1;0;0;0;2022-23
GHIGLIONE;CRE;12;5.83;0.6;1;0;0 / 0;0;1;4;0;2022-23
Rugani;JUV;7;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Pogba;JUV;5;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Luperto;EMP;36;5.92;0.6;2;0;0 / 0;0;0;2;2;2022-23
Jajalo;UDI;2;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Destro;EMP;10;0.58;0.6;1;0;0 / 0;0;0;3;0;2022-23
Acerbi;INT;31;6.03;0.6;0;0;0 / 0;0;1;4;0;2022-23
Defrel;SAS;24;5.77;0.6;2;0;0 / 0;0;1;3;0;2022-23
Baez;CRE;2;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
BARDI;BOL;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Di Francesco F.;LEC;34;5.82;0.6;2;0;0 / 0;0;2;5;0;2022-23
Lazaro;TOR;20;5.95;0.6;0;0;0 / 0;0;3;4;0;2022-23
Augello;SAM;37;5.74;0.6;2;0;0 / 0;0;5;3;0;2022-23
Cassandro;LEC;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Di Carmine;CRE;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Adopo;TOR;4;6.12;0.6;0;0;0 / 0;0;0;1;0;2022-23
TUIA;LEC;7;6.07;0.6;0;0;0 / 0;0;0;1;0;2022-23
Llorente D.;ROM;8;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Makengo;UDI;15;0.6;0.6;0;0;0 / 0;0;1;2;0;2022-23
Zalewski;ROM;32;5.83;0.6;2;0;0 / 0;0;1;3;0;2022-23
Ceccaroni;LEC;2;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Dumfries;INT;34;5.91;0.6;1;0;0 / 0;0;4;4;0;2022-23
Bianco;FIO;4;6.12;0.6;0;0;0 / 0;0;0;1;0;2022-23
ZANOTTI;INT;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Ostigard;NAP;6;6.08;0.6;0;0;0 / 0;0;0;1;0;2022-23
Seck;TOR;9;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Pafundi;UDI;3;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
MILANESE;CRE;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Rodriguez P.;LEC;3;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
ACELLA;CRE;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
D'Andrea;SAS;5;0.58;0.6;0;0;0 / 0;0;1;0;0;2022-23
Guessand A.;UDI;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Sanca;SPE;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Moutinho J.;SPE;2;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Krollis;SPE;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Vivaldo;UDI;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Vorlicky;ATA;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2022-23
Bajrami;SAS;36;5.81;5.99;2;0;0 / 0;0;1;1;0;2022-23
