player;team;appearances;average_rating;fantasy_average;goals;goals_conceded;penalties;penalties_saved;assists;yellow_cards;red_cards;season
Oliva;CAG;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Nandez;CAG;20;0.6;0.6;0;0;0 / 0;0;2;4;0;2021-22
Cetin;VER;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Kyriakopoulos;SAS;25;5.96;0.6;0;0;0 / 0;0;5;6;1;2021-22
Demme;NAP;14;5.93;0.6;1;0;0 / 0;0;0;4;0;2021-22
Moro;LAZ;8;5.88;0.6;0;0;0 / 0;0;1;0;0;2021-22
Frabotta;VER;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Palumbo;JUV;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Lammers;ATA;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Makengo;UDI;33;5.92;0.6;1;0;0 / 0;0;3;5;1;2021-22
Kokorin;FIO;2;0.6;0.6;0;0;0 / 0;0;0;1;0;2021-22
Darboe;ROM;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Van Hooijdonk;BOL;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Stojanovic;EMP;33;6.05;0.6;1;0;0 / 0;0;1;9;1;2021-22
Satriano;INT;2;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Warming;TOR;2;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Forte;VEN;8;5.81;0.6;1;0;0 / 0;0;0;3;0;2021-22
Romero L.;LAZ;2;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Sher;SPE;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Galazzi;VEN;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Zovko;SPE;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Coppola D.;VER;3;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Praszelik;VER;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Mikael;SAL;4;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Seck;TOR;3;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Bernardeschi;JUV;27;5.85;5.98;1;0;0 / 0;0;3;5;0;2021-22
Toloi;ATA;19;5.92;5.97;1;0;0 / 0;0;1;6;0;2021-22
Pezzella Giu.;ATA;16;5.94;5.97;0;0;0 / 0;0;2;3;0;2021-22
Sensi;SAM;15;0.58;5.97;1;0;0 / 0;0;0;1;0;2021-22
Karsdorp;ROM;35;6.04;5.97;0;0;0 / 0;0;2;7;1;2021-22
Bani;GEN;17;0.6;5.97;0;0;0 / 0;0;0;1;0;2021-22
Augello;SAM;34;5.85;5.97;1;0;0 / 0;0;1;0;0;2021-22
Vojvoda;TOR;29;5.91;5.97;0;0;0 / 0;0;3;3;0;2021-22
Cristante;ROM;34;5.97;5.96;2;0;0 / 0;0;0;9;0;2021-22
Johnsen;VEN;25;0.58;5.96;1;0;0 / 0;0;2;2;0;2021-22
Miguel Veloso;VER;21;5.98;5.95;0;0;0 / 0;0;3;5;1;2021-22
Bandinelli;EMP;33;5.83;5.95;2;0;0 / 0;0;3;10;0;2021-22
Callejon;FIO;25;5.74;5.94;1;0;0 / 0;0;2;0;0;2021-22
Bentancur;JUV;17;5.91;5.94;0;0;0 / 0;0;1;1;0;2021-22
Rodriguez R.;TOR;32;5.95;5.94;0;0;0 / 0;0;1;3;0;2021-22
Marin;CAG;36;5.89;5.94;0;0;0 / 0;0;5;4;1;2021-22
Maehle;ATA;24;5.81;5.94;1;0;0 / 0;0;1;2;0;2021-22
Ciervo;SAS;8;5.81;5.94;0;0;0 / 0;0;1;0;0;2021-22
Casale;VER;34;6.04;5.94;0;0;0 / 0;0;1;10;0;2021-22
Antiste;SPE;16;5.75;5.94;1;0;0 / 0;0;0;0;0;2021-22
Grassi;CAG;28;0.6;5.93;0;0;0 / 0;0;1;4;1;2021-22
Arthur;JUV;15;6.03;5.93;0;0;0 / 0;0;0;3;0;2021-22
Thorsby;SAM;35;5.79;5.93;3;0;0 / 0;0;1;10;0;2021-22
Zortea;SAL;23;5.76;5.93;1;0;0 / 0;0;2;3;0;2021-22
Vignato;BOL;19;5.92;5.92;0;0;0 / 0;0;1;2;0;2021-22
Zalewski;ROM;13;5.96;5.92;0;0;0 / 0;0;0;1;0;2021-22
Kasius;BOL;6;5.92;5.92;0;0;0 / 0;0;0;0;0;2021-22
Romagnoli;MIL;17;5.91;5.91;1;0;0 / 0;0;0;4;1;2021-22
Fazio;SAL;16;5.81;5.91;1;0;0 / 0;0;0;1;1;2021-22
Depaoli;VER;17;5.79;5.91;1;0;0 / 0;0;1;4;0;2021-22
Haas;EMP;16;5.88;5.91;0;0;0 / 0;0;2;3;0;2021-22
Pellegrini Lu.;JUV;17;6.03;5.91;0;0;0 / 0;0;1;6;0;2021-22
Zaniolo;ROM;28;5.89;5.91;2;0;0 / 0;0;1;9;2;2021-22
Skov Olsen;BOL;16;5.78;5.91;0;0;0 / 0;0;2;0;0;2021-22
Arslan;UDI;29;5.97;5.91;1;0;0 / 0;0;0;9;0;2021-22
Schiavone;SAL;11;5.68;5.91;1;0;0 / 0;0;0;1;0;2021-22
Busio;VEN;28;5.91;5.91;1;0;0 / 0;0;1;8;0;2021-22
Ghoulam;NAP;5;0.6;0.59;0;0;0 / 0;0;0;1;0;2021-22
Ceppitelli;CAG;21;5.81;5.9;1;0;0 / 0;0;0;3;0;2021-22
Boga;ATA;26;5.83;5.9;0;0;0 / 0;0;2;0;0;2021-22
Modolo;VEN;5;0.61;0.59;0;0;0 / 0;0;0;2;0;2021-22
Haps;VEN;25;5.86;0.59;1;0;0 / 0;0;1;6;0;2021-22
Nsame;VEN;10;0.58;0.59;0;0;0 / 0;0;1;0;0;2021-22
Colley;SAM;31;0.6;5.89;0;0;0 / 0;0;0;5;1;2021-22
Portanova;GEN;23;5.85;5.89;1;0;0 / 0;0;0;4;0;2021-22
Kovalenko;SPE;22;5.68;5.89;1;0;0 / 0;0;3;4;0;2021-22
Rugani;JUV;12;5.96;5.88;0;0;0 / 0;0;0;2;0;2021-22
Zaza;TOR;4;5.88;5.88;0;0;0 / 0;0;0;1;0;2021-22
Baselli;CAG;13;5.85;5.88;0;0;0 / 0;0;1;1;0;2021-22
Sala;SPE;17;5.79;5.88;1;0;0 / 0;0;0;3;0;2021-22
Pulgar;FIO;4;5.88;5.88;0;0;0 / 0;0;1;2;0;2021-22
Castillejo;MIL;4;0.6;5.88;0;0;0 / 0;0;0;1;0;2021-22
Obert;CAG;4;5.88;5.88;0;0;0 / 0;0;0;0;0;2021-22
Miretti;JUV;4;5.88;5.88;0;0;0 / 0;0;0;0;0;2021-22
Radovanovic;SAL;14;5.79;5.86;1;0;0 / 0;0;0;4;0;2021-22
Medel;BOL;33;5.98;5.86;0;0;0 / 0;0;1;8;1;2021-22
Walace;UDI;35;5.89;5.86;1;0;0 / 0;0;0;6;1;2021-22
Dijks;BOL;11;5.77;5.86;0;0;0 / 0;0;2;2;0;2021-22
Lovato;CAG;21;5.98;5.86;0;0;0 / 0;0;0;5;0;2021-22
Ayhan;SAS;18;5.81;5.86;1;0;0 / 0;0;0;2;1;2021-22
Ceccaroni;VEN;35;5.79;5.86;2;0;0 / 0;0;1;7;1;2021-22
Peretz;VEN;14;5.82;5.86;0;0;0 / 0;0;1;2;0;2021-22
Badelj;GEN;34;5.82;5.85;1;0;0 / 0;0;0;4;0;2021-22
Hongla;VER;13;5.73;5.85;1;0;0 / 0;0;0;3;0;2021-22
Bohinen;SAL;10;0.6;5.85;0;0;0 / 0;0;1;5;0;2021-22
Melegoni;GEN;22;5.73;5.84;1;0;0 / 0;0;0;1;0;2021-22
Milenkovic;FIO;34;5.9;5.84;1;0;0 / 0;0;0;8;1;2021-22
Ranocchia;INT;6;5.92;5.83;0;0;0 / 0;0;0;1;0;2021-22
Jajalo;UDI;12;5.83;5.83;0;0;0 / 0;0;1;2;0;2021-22
Freuler;ATA;29;5.93;5.83;1;0;0 / 0;0;1;10;0;2021-22
Buongiorno;TOR;18;5.89;5.83;0;0;0 / 0;0;1;5;0;2021-22
Anderson A.;LAZ;3;0.6;5.83;0;0;0 / 0;0;0;1;0;2021-22
Torregrossa;SAM;3;5.83;5.83;0;0;0 / 0;0;0;1;0;2021-22
Sutalo;VER;18;5.83;5.83;0;0;0 / 0;0;0;0;0;2021-22
Damsgaard;SAM;9;5.89;5.83;0;0;0 / 0;0;0;1;0;2021-22
Mazzocchi;SAL;32;5.84;5.83;0;0;0 / 0;0;2;5;0;2021-22
Aina;TOR;20;5.92;5.82;0;0;0 / 0;0;0;4;0;2021-22
Gudmundsson A.;GEN;11;5.68;5.82;1;0;0 / 0;0;0;3;0;2021-22
Djimsiti;ATA;29;5.83;5.81;1;0;0 / 0;0;1;6;0;2021-22
Ceccherini;VER;34;5.9;5.81;1;0;0 / 0;0;0;10;1;2021-22
Matheus Henrique;SAS;21;5.88;5.81;0;0;0 / 0;0;0;3;0;2021-22
Basic;LAZ;21;5.79;5.81;0;0;0 / 0;0;2;3;0;2021-22
Zima;TOR;18;5.89;5.81;0;0;0 / 0;0;0;3;0;2021-22
Hysaj;LAZ;27;5.74;5.8;1;0;0 / 0;0;0;3;0;2021-22
Parisi;EMP;23;5.87;5.8;0;0;0 / 0;0;1;5;0;2021-22
Frendrup;GEN;10;5.85;0.58;0;0;0 / 0;0;0;1;0;2021-22
Bessa;VER;19;5.71;5.79;1;0;0 / 0;0;1;3;1;2021-22
Caceres;CAG;14;5.68;5.79;1;0;0 / 0;0;1;3;1;2021-22
Maksimovic;GEN;14;5.86;5.79;0;0;0 / 0;0;0;2;0;2021-22
Molinaro;VEN;7;5.64;5.79;0;0;0 / 0;0;1;0;0;2021-22
Vasquez;GEN;28;5.8;5.79;1;0;0 / 0;0;0;7;0;2021-22
Soppy;UDI;19;5.89;5.79;0;0;0 / 0;0;0;4;0;2021-22
Ferrari G.;SAS;36;5.78;5.78;1;0;0 / 0;0;0;4;1;2021-22
Ferrer;SPE;23;5.72;5.78;0;0;0 / 0;0;3;3;0;2021-22
Vina;ROM;23;5.78;5.78;0;0;0 / 0;0;1;2;0;2021-22
Hefti;GEN;16;5.81;5.78;0;0;0 / 0;0;0;1;0;2021-22
Aebischer;BOL;9;5.83;5.78;0;0;0 / 0;0;0;1;0;2021-22
Cacace;EMP;9;5.83;5.78;0;0;0 / 0;0;0;1;0;2021-22
Caldara;VEN;30;5.82;5.77;1;0;0 / 0;0;0;9;0;2021-22
Coulibaly L.;SAL;31;5.82;5.77;0;0;0 / 0;0;0;3;0;2021-22
Kastanos;SAL;25;5.72;5.76;1;0;0 / 0;0;1;4;1;2021-22
Soriano;BOL;35;5.76;5.76;0;0;0 / 0;0;4;4;2;2021-22
Toljan;SAS;19;5.76;5.76;0;0;0 / 0;0;1;2;0;2021-22
Vacca;VEN;21;5.88;5.76;0;0;0 / 0;0;0;5;0;2021-22
Falcinelli;BOL;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2021-22
Hristov;SPE;16;5.59;5.75;1;0;0 / 0;0;1;3;0;2021-22
Nani;VEN;6;5.67;5.75;0;0;0 / 0;0;1;1;0;2021-22
Kjaer;MIL;10;6.05;5.75;0;0;0 / 0;0;0;2;0;2021-22
Mraz;SPE;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2021-22
Kingsley;BOL;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2021-22
Igor;FIO;28;5.8;5.75;0;0;0 / 0;0;0;3;0;2021-22
Ake' M.;JUV;2;0.6;5.75;0;0;0 / 0;0;0;1;0;2021-22
Mayoral;ROM;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2021-22
Binks;BOL;12;5.88;5.75;0;0;0 / 0;0;0;3;0;2021-22
Kaio Jorge;JUV;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2021-22
Nguiamba;SPE;2;0.6;5.75;0;0;0 / 0;0;0;1;0;2021-22
Giovinco;SAM;2;5.75;5.75;0;0;0 / 0;0;0;0;0;2021-22
Simy;SAL;17;0.55;5.74;1;0;0 / 0;0;1;0;0;2021-22
Lucas Leiva;LAZ;33;5.88;5.74;0;0;0 / 0;0;0;9;0;2021-22
Ampadu;VEN;29;5.88;5.74;0;0;0 / 0;0;3;10;2;2021-22
Viti;EMP;19;5.92;5.74;0;0;0 / 0;0;0;1;1;2021-22
Ferrari A.;SAM;22;5.68;5.73;1;0;0 / 0;0;0;4;0;2021-22
Ghiglione;GEN;11;5.77;5.73;0;0;0 / 0;0;1;3;0;2021-22
Goldaniga;CAG;11;5.86;5.73;0;0;0 / 0;0;0;3;0;2021-22
Marusic;LAZ;33;5.73;5.73;1;0;0 / 0;0;0;4;1;2021-22
Djidji;TOR;24;5.85;5.73;0;0;0 / 0;0;0;4;1;2021-22
Dawidowicz;VER;15;5.83;5.73;0;0;0 / 0;0;0;3;0;2021-22
Ruggeri;SAL;13;5.77;5.73;0;0;0 / 0;0;0;1;0;2021-22
Fiordilino;VEN;13;5.81;5.73;0;0;0 / 0;0;0;2;0;2021-22
Izzo;TOR;9;5.94;5.72;0;0;0 / 0;0;0;4;0;2021-22
Martinez Quarta;FIO;18;5.78;5.72;1;0;0 / 0;0;0;8;0;2021-22
Strelec;SPE;9;5.39;5.72;1;0;0 / 0;0;0;0;0;2021-22
Pandev;GEN;19;5.68;5.71;0;0;0 / 0;0;1;1;0;2021-22
Harroui;SAS;12;5.79;5.71;0;0;0 / 0;0;0;2;0;2021-22
De Vrij;INT;28;5.82;5.7;0;0;0 / 0;0;0;3;0;2021-22
Luperto;EMP;22;5.84;5.7;0;0;0 / 0;0;1;6;1;2021-22
Magnanelli;SAS;5;0.57;0.57;0;0;0 / 0;0;0;1;0;2021-22
Benassi;EMP;15;5.73;0.57;0;0;0 / 0;0;0;2;0;2021-22
Stryger Larsen;UDI;10;0.58;0.57;0;0;0 / 0;0;1;0;0;2021-22
Rogerio;SAS;22;5.75;5.7;0;0;0 / 0;0;1;5;0;2021-22
Reca;SPE;24;5.67;5.69;0;0;0 / 0;0;2;3;0;2021-22
Kumbulla;ROM;13;5.88;5.69;0;0;0 / 0;0;0;6;0;2021-22
Kallon;GEN;13;5.73;5.69;0;0;0 / 0;0;1;3;0;2021-22
Rincon;SAM;22;5.8;5.68;0;0;0 / 0;0;0;5;0;2021-22
Ekdal;SAM;25;5.78;5.68;1;0;0 / 0;0;0;9;1;2021-22
Lykogiannis;CAG;25;0.56;5.68;1;0;0 / 0;0;0;2;0;2021-22
Vieira;SAM;11;5.82;5.68;0;0;0 / 0;0;0;3;0;2021-22
Ekuban;GEN;30;5.55;5.68;1;0;0 / 0;0;2;2;0;2021-22
Radunovic;CAG;3;6.33;5.67;0;5;0 / 0;1;0;0;0;2021-22
Viola;BOL;3;5.67;5.67;0;0;0 / 0;0;0;0;0;2021-22
Farias;CAG;3;5.67;5.67;0;0;0 / 0;0;0;0;0;2021-22
Ramsey;JUV;3;5.67;5.67;0;0;0 / 0;0;0;0;0;2021-22
Bakayoko;MIL;12;5.79;5.67;0;0;0 / 0;0;0;3;0;2021-22
Amian;SPE;32;5.72;5.67;1;0;0 / 0;0;1;7;2;2021-22
Heymans;VEN;6;5.83;5.67;0;0;0 / 0;0;1;4;0;2021-22
Sigurdsson A.;VEN;6;5.67;5.67;0;0;0 / 0;0;0;0;0;2021-22
Patric;LAZ;22;5.7;5.66;1;0;0 / 0;0;1;4;1;2021-22
Luiz Felipe;LAZ;29;5.86;5.66;0;0;0 / 0;0;0;10;1;2021-22
Maignan;MIL;32;6.3;5.66;0;21;0 / 0;0;1;1;0;2021-22
Yeboah;GEN;17;5.65;5.65;0;0;0 / 0;0;1;2;0;2021-22
Venuti;FIO;22;5.82;5.64;0;0;0 / 0;0;0;4;0;2021-22
Rabiot;JUV;29;5.66;5.64;0;0;0 / 0;0;2;5;0;2021-22
Alex Sandro;JUV;27;5.72;5.63;0;0;0 / 0;0;1;3;0;2021-22
Ranieri L.;SAL;27;5.69;5.63;1;0;0 / 0;0;0;9;0;2021-22
Capezzi;SAL;4;5.62;5.62;0;0;0 / 0;0;0;0;0;2021-22
Maitland-Niles;ROM;8;5.62;5.62;0;0;0 / 0;0;0;0;0;2021-22
Muldur;SAS;26;5.71;5.62;0;0;0 / 0;0;0;5;0;2021-22
Dragusin;SAL;17;5.68;5.62;0;0;0 / 0;0;0;2;0;2021-22
Perez N.;UDI;20;5.72;5.62;0;0;0 / 0;0;1;6;0;2021-22
Ullmann;VEN;4;5.62;5.62;0;0;0 / 0;0;0;0;0;2021-22
Radu;LAZ;9;5.72;5.61;0;0;0 / 0;0;0;2;0;2021-22
Berisha;TOR;10;6.15;0.56;0;8;0 / 0;1;0;1;0;2021-22
Adrien Silva;SAM;15;0.57;0.56;0;0;0 / 0;0;1;3;1;2021-22
Linetty;TOR;16;5.66;5.59;0;0;0 / 0;0;0;2;0;2021-22
Bereszynski;SAM;35;5.67;5.59;0;0;0 / 0;0;3;12;0;2021-22
Soumaoro;BOL;27;5.85;5.59;0;0;0 / 0;0;0;6;2;2021-22
Kiwior;SPE;22;5.73;5.59;0;0;0 / 0;0;0;6;0;2021-22
Murru;SAM;20;5.52;5.58;1;0;0 / 0;0;0;5;0;2021-22
Mancini;ROM;33;5.82;5.58;0;0;0 / 0;0;0;14;1;2021-22
Gunter;VER;30;5.82;5.58;0;0;0 / 0;0;0;10;0;2021-22
Walukiewicz;CAG;6;5.67;5.58;0;0;0 / 0;0;0;1;0;2021-22
Tessmann;VEN;18;5.67;5.58;0;0;0 / 0;0;0;1;1;2021-22
Gyomber;SAL;30;5.72;5.57;0;0;0 / 0;0;0;9;0;2021-22
Magnani;SAM;15;5.73;5.57;0;0;0 / 0;0;0;3;1;2021-22
Zanoli;NAP;7;5.71;5.57;0;0;0 / 0;0;0;2;0;2021-22
Verre;EMP;17;5.62;5.56;0;0;0 / 0;0;1;2;1;2021-22
Salcedo E.;SPE;8;5.62;5.56;0;0;0 / 0;0;0;1;0;2021-22
Colley E.;SPE;8;5.62;5.56;0;0;0 / 0;0;0;1;0;2021-22
Ebuehi;VEN;18;5.64;5.56;0;0;0 / 0;0;0;1;1;2021-22
Obi;SAL;20;0.56;5.55;0;0;0 / 0;0;1;4;0;2021-22
Hateboer;ATA;21;5.6;5.55;0;0;0 / 0;0;0;2;0;2021-22
Zappa;CAG;20;5.65;5.55;0;0;0 / 0;0;0;2;1;2021-22
Chiriches;SAS;27;5.61;5.54;0;0;0 / 0;0;0;4;0;2021-22
Carboni A.;CAG;28;5.71;5.54;0;0;0 / 0;0;0;6;0;2021-22
Marchizza;EMP;19;5.68;5.53;0;0;0 / 0;0;1;4;0;2021-22
Askildsen;SAM;16;5.81;5.53;0;0;0 / 0;0;0;5;0;2021-22
Galdames;GEN;18;5.58;5.53;0;0;0 / 0;0;0;2;0;2021-22
Kiyine;VEN;26;5.69;5.52;1;0;0 / 1;0;0;7;1;2021-22
Dalbert;CAG;27;5.61;5.52;0;0;0 / 0;0;2;9;0;2021-22
Nikolaou;SPE;36;5.67;5.51;0;0;0 / 0;0;0;7;0;2021-22
Mbaye;BOL;2;0.55;0.55;0;0;0 / 0;0;0;0;0;2021-22
Diawara;ROM;3;0.55;0.55;0;0;0 / 0;0;0;0;0;2021-22
Manolas;NAP;4;5.62;0.55;0;0;0 / 0;0;0;1;0;2021-22
Fiamozzi;EMP;8;5.44;0.55;0;0;0 / 0;0;1;1;0;2021-22
Pinsoglio;JUV;1;0.65;0.55;0;1;0 / 0;0;0;0;0;2021-22
Delli Carri;SAL;5;0.56;0.55;0;0;0 / 0;0;0;1;0;2021-22
Farago';CAG;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2021-22
Ronaldo;JUV;1;0.6;0.55;0;0;0 / 0;0;0;1;0;2021-22
Malcuit;NAP;4;5.62;0.55;0;0;0 / 0;0;1;3;0;2021-22
Semper;GEN;1;0.65;0.55;0;1;0 / 0;0;0;0;0;2021-22
Zeegelaar;UDI;12;5.58;0.55;0;0;0 / 0;0;0;2;0;2021-22
Gabbia;MIL;7;5.71;0.55;0;0;0 / 0;0;0;3;0;2021-22
Calafiori;GEN;4;0.55;0.55;0;0;0 / 0;0;1;3;0;2021-22
Ballo-Toure';MIL;7;5.64;0.55;0;0;0 / 0;0;0;2;0;2021-22
Kamenovic;LAZ;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2021-22
Schnegg;VEN;4;5.62;0.55;0;0;0 / 0;0;0;1;0;2021-22
Svoboda;VEN;18;5.61;0.55;0;0;0 / 0;0;0;2;1;2021-22
Serpe;GEN;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2021-22
Toure' A.;GEN;7;5.57;0.55;0;0;0 / 0;0;0;1;0;2021-22
Ostigard;GEN;15;0.57;0.55;0;0;0 / 0;0;0;2;2;2021-22
Supryaga;SAM;1;0.55;0.55;0;0;0 / 0;0;0;0;0;2021-22
Mousset;SAL;4;0.55;0.55;0;0;0 / 0;0;1;2;0;2021-22
Bonifazi;BOL;17;5.71;5.47;0;0;0 / 0;0;0;2;1;2021-22
Szczesny;JUV;33;6.09;5.45;0;29;0 / 0;3;0;2;0;2021-22
Godin;CAG;11;0.55;5.45;0;0;0 / 0;0;1;3;0;2021-22
Strootman;CAG;9;5.67;5.44;0;0;0 / 0;0;0;4;0;2021-22
Masiello;GEN;7;5.64;5.43;0;0;0 / 0;0;0;3;0;2021-22
Biraschi;GEN;14;5.57;5.43;0;0;0 / 0;0;0;4;0;2021-22
Kechrida;SAL;14;5.36;5.43;0;0;0 / 0;0;1;0;0;2021-22
Cuisance;VEN;13;0.55;5.42;0;0;0 / 0;0;0;2;0;2021-22
Strandberg;SAL;11;5.68;5.41;0;0;0 / 0;0;0;0;1;2021-22
Ruan;SAS;5;0.55;0.54;0;0;0 / 0;0;0;1;0;2021-22
Gagliolo;SAL;14;5.39;5.39;0;0;0 / 0;0;1;2;0;2021-22
Vanheusden;GEN;14;5.64;5.39;0;0;0 / 0;0;0;3;0;2021-22
Mateju;VEN;9;5.44;5.39;0;0;0 / 0;0;1;3;0;2021-22
Hernani;GEN;14;5.39;5.39;0;0;0 / 0;0;0;0;0;2021-22
Behrami;GEN;8;5.56;5.38;0;0;0 / 0;0;0;3;0;2021-22
Handanovic;INT;37;6.19;5.36;0;30;0 / 0;0;0;1;0;2021-22
Sturaro;GEN;25;5.56;5.34;0;0;0 / 0;0;0;11;0;2021-22
Ospina;NAP;31;6.16;5.34;0;25;0 / 0;0;0;1;0;2021-22
Chabot;SAM;9;5.61;5.33;0;0;0 / 0;0;0;5;0;2021-22
Akpa Akpro;LAZ;6;5.42;5.33;0;0;0 / 0;0;0;1;0;2021-22
Bogdan;SAL;6;5.33;5.33;0;0;0 / 0;0;0;0;0;2021-22
Sportiello;ATA;5;0.63;0.53;0;5;0 / 0;0;0;0;0;2021-22
Sabelli;GEN;7;0.55;5.29;0;0;0 / 0;0;0;3;0;2021-22
Perotti;SAL;9;5.61;5.28;0;0;0 / 1;0;0;1;0;2021-22
Di Tacchio;SAL;16;0.55;5.28;0;0;0 / 0;0;0;3;0;2021-22
Bardi;BOL;2;6.25;5.25;0;2;0 / 0;0;0;0;0;2021-22
Nastasic;FIO;4;5.38;5.25;0;0;0 / 0;0;0;1;0;2021-22
Mihaila;ATA;2;5.25;5.25;0;0;0 / 0;0;0;0;0;2021-22
Jaroszynski;SAL;9;5.33;5.22;0;0;0 / 0;0;0;2;0;2021-22
Dragowski;FIO;7;6.07;5.21;0;8;0 / 0;1;0;0;1;2021-22
Tonelli;EMP;13;0.55;5.19;0;0;0 / 0;0;0;4;0;2021-22
Veseli;SAL;8;5.25;5.06;0;0;0 / 0;0;0;1;1;2021-22
Rui Patricio;ROM;38;6.13;5.05;0;43;0 / 0;1;0;2;0;2021-22
Meret;NAP;7;5.86;0.5;0;6;0 / 0;0;0;0;0;2021-22
Favilli;GEN;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2021-22
Rossi F.;ATA;1;0.6;0.5;0;1;0 / 0;0;0;0;0;2021-22
Ravaglia;SAM;1;0.6;0.5;0;1;0 / 0;0;0;0;0;2021-22
Ismajli;EMP;16;5.47;0.5;0;0;0 / 0;0;0;7;0;2021-22
Muriqi;LAZ;4;5.12;0.5;0;0;0 / 0;0;0;1;0;2021-22
Vergani;SAL;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2021-22
Buksa;GEN;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2021-22
Di Mariano;VEN;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2021-22
Kone B.;TOR;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2021-22
Ceide;SAS;1;0.5;0.5;0;0;0 / 0;0;0;0;0;2021-22
Milinkovic-Savic V.;TOR;27;6.04;4.87;0;33;0 / 0;1;0;3;0;2021-22
Falcone;SAM;10;6.35;4.85;0;14;0 / 0;0;0;2;0;2021-22
Skorupski;BOL;36;6.28;4.83;0;53;0 / 0;1;0;4;0;2021-22
Tatarusanu;MIL;6;0.6;4.83;0;10;0 / 0;1;0;0;0;2021-22
Musso;ATA;33;6.11;4.79;0;42;0 / 0;0;0;1;1;2021-22
Strakosha;LAZ;23;6.04;4.74;0;29;0 / 0;0;0;2;0;2021-22
Montipo';VER;34;6.13;4.74;0;50;0 / 0;1;0;1;0;2021-22
Vicario;EMP;38;6.41;4.71;0;70;0 / 0;2;0;1;0;2021-22
Perin;JUV;5;0.61;0.47;0;7;0 / 0;0;0;0;0;2021-22
Terracciano;FIO;32;5.95;4.7;0;43;0 / 0;1;0;0;0;2021-22
Sirigu;GEN;37;6.26;4.69;0;59;0 / 0;1;0;0;0;2021-22
Silvestri;UDI;35;6.11;4.67;0;50;0 / 0;0;0;1;0;2021-22
Sepe;SAL;16;6.16;4.59;0;24;0 / 0;0;0;2;0;2021-22
Consigli;SAS;37;6.24;4.59;0;63;0 / 0;1;0;2;0;2021-22
Audero;SAM;29;6.17;4.59;0;48;0 / 0;1;0;2;0;2021-22
Cragno;CAG;35;6.26;4.59;0;63;0 / 0;2;0;3;0;2021-22
Lezzerini;VEN;6;6.17;0.45;0;9;0 / 0;0;0;2;0;2021-22
Di Carmine;VER;1;0.5;0.45;0;0;0 / 0;0;0;1;0;2021-22
Vignali;SPE;1;0.45;0.45;0;0;0 / 0;0;0;0;0;2021-22
Aya;SAL;2;4.75;0.45;0;0;0 / 0;0;0;1;0;2021-22
Maenpaa;VEN;17;6.06;0.45;0;27;0 / 0;0;1;1;0;2021-22
Provedel;SPE;31;6.24;4.47;0;52;0 / 0;0;0;2;0;2021-22
De Maio;UDI;2;4.25;4.25;0;0;0 / 0;0;0;0;0;2021-22
Belec;SAL;23;6.04;4.02;0;49;0 / 0;1;0;1;0;2021-22
Reina;LAZ;15;5.97;0.4;0;29;0 / 0;0;1;3;0;2021-22
Pandur;VER;3;0.6;0.4;0;6;0 / 0;0;0;0;0;2021-22
Romero S.;VEN;16;0.6;3.88;0;33;0 / 0;0;0;2;0;2021-22
Padelli;UDI;3;6.17;0.35;0;8;0 / 0;0;0;0;0;2021-22
Zoet;SPE;7;5.71;3.43;0;19;0 / 0;1;0;0;0;2021-22
Pegolo;SAS;1;0.6;0.3;0;3;0 / 0;0;0;0;0;2021-22
Berardi A.;VER;1;0.6;0.3;0;3;0 / 0;0;0;0;0;2021-22
Radu I.;INT;1;0.4;0.2;0;2;0 / 0;0;0;0;0;2021-22
Fiorillo;SAL;1;0.55;0.05;0;5;0 / 0;0;0;0;0;2021-22
Mirante;MIL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
